city,salary_men,salary_women,population
Saint-Maximin-la-Sainte-Baume,16.0,12.0,15414
Saint-Raphaël,14.5,11.9,34061
Saint-Tropez,15.2,13.3,4227
Saint-Zacharie,17.6,12.4,5137
Salernes,12.9,10.6,3675
Sanary-sur-Mer,16.6,12.3,15517
Seillans,14.6,11.7,2399
Seillons-Source-d'Argens,15.9,12.2,2402
La Seyne-sur-Mer,13.3,11.0,63565
Signes,14.8,11.5,2715
Six-Fours-les-Plages,15.1,11.8,33222
Solliès-Pont,13.6,11.5,10873
Solliès-Toucas,14.7,12.1,5333
Solliès-Ville,15.5,11.9,2318
Le Thoronet,14.9,11.6,2307
Toulon,13.5,11.4,161274
Tourrettes,15.4,11.4,2828
Tourves,14.9,11.4,4816
Trans-en-Provence,14.2,11.8,5554
Le Val,13.9,11.3,4129
La Valette-du-Var,14.0,11.8,21916
Vidauban,13.2,10.8,10924
Vinon-sur-Verdon,16.3,12.2,4184
Saint-Mandrier-sur-Mer,14.1,11.8,4901
Althen-des-Paluds,15.8,12.3,2505
Apt,12.3,10.4,11617
Aubignan,13.8,11.7,5308
Avignon,13.0,11.4,90224
Beaumes-de-Venise,13.5,11.6,2232
Bédarrides,14.0,11.2,4903
Bédoin,13.5,11.5,3018
Bollène,14.2,11.1,13403
Cadenet,14.4,11.4,3968
Caderousse,15.4,12.2,2659
Camaret-sur-Aigues,14.7,11.4,4581
Caromb,14.3,11.2,3119
Carpentras,12.6,10.9,27641
Caumont-sur-Durance,15.1,12.5,4714
Cavaillon,12.2,10.6,25560
Châteauneuf-de-Gadagne,15.2,13.0,3212
Châteauneuf-du-Pape,14.8,11.9,2079
Cheval-Blanc,15.0,11.7,3974
Courthézon,13.7,11.3,5251
Entraigues-sur-la-Sorgue,14.0,11.5,8103
Gargas,13.1,10.9,3498
Gordes,16.6,13.2,1839
L'Isle-sur-la-Sorgue,14.3,11.4,18840
Jonquières,13.6,11.0,6222
Lapalud,13.8,10.6,3801
Lauris,15.2,12.0,3532
Loriol-du-Comtat,14.3,12.0,2419
Malaucène,12.1,10.5,2543
Mazan,14.2,11.5,5727
Mondragon,14.6,11.2,3777
Monteux,13.3,11.2,12329
Morières-lès-Avignon,14.7,12.4,7904
Mornas,15.1,11.7,2363
Orange,13.9,11.3,28266
Pernes-les-Fontaines,15.9,12.1,9694
Pertuis,15.3,12.0,19193
Piolenc,15.0,11.3,5060
Le Pontet,13.0,11.4,16383
Robion,14.3,11.4,4066
Sainte-Cécile-les-Vignes,14.1,11.5,2269
Saint-Didier,16.9,13.2,4307
Saint-Saturnin-lès-Apt,14.1,11.7,2660
Saint-Saturnin-lès-Avignon,16.2,12.6,4730
Sarrians,13.1,11.3,5719
Sérignan-du-Comtat,15.6,11.9,2437
Sorgues,12.9,10.9,18050
Le Thor,14.7,11.9,8508
La Tour-d'Aigues,16.8,13.0,3983
Vaison-la-Romaine,13.3,11.2,5873
Valréas,12.4,10.7,9221
Vedène,14.3,11.7,10751
Velleron,16.1,12.6,2787
Villelaure,16.7,12.7,3184
L'Aiguillon-sur-Mer,12.0,9.9,2005
Aizenay,12.8,10.5,8750
Angles,12.6,10.4,2701
Aubigny,13.1,10.7,943
La Barre-de-Monts,11.7,9.8,2035
Beaulieu-sous-la-Roche,12.4,10.5,2073
Beaurepaire,13.1,10.5,7220
Beauvoir-sur-Mer,11.9,10.2,3774
Benet,14.0,12.7,3893
La Boissière-de-Montaigu,12.4,10.7,2212
Boufféré,14.0,11.5,3195
Bouin,12.1,10.4,2089
Le Boupère,12.2,10.4,2949
Bournezeau,12.5,10.6,3146
Bretignolles-sur-Mer,13.4,10.8,4347
Les Brouzils,12.6,10.5,2615
La Bruffière,12.3,10.3,3730
La Chaize-le-Vicomte,12.6,11.0,3578
Challans,13.2,10.7,19179
Chantonnay,12.2,10.5,7943
La Châtaigneraie,12.1,10.4,2337
Château-d'Olonne,13.7,11.2,13559
Chauché,11.9,10.5,2343
Chavagnes-en-Paillers,12.0,10.7,3273
Coëx,11.9,10.4,2895
Commequiers,11.5,10.2,3152
Cugand,14.3,11.7,3149
Dompierre-sur-Yon,14.0,11.2,4048
Les Epesses,12.2,10.3,2722
Les Essarts,12.5,10.3,120
Le Fenouiller,13.6,10.5,4374
La Ferrière,12.9,11.0,5542
Fontenay-le-Comte,12.6,10.9,12453
La Garnache,12.5,10.2,4642
La Gaubretière,12.3,10.1,2963
Givrand,13.1,10.7,1933
Grosbreuil,12.7,10.2,2021
La Guyonnière,13.0,10.7,2606
L'Herbergement,13.1,10.9,2939
Les Herbiers,13.1,11.1,15399
L'Île-d'Olonne,13.3,10.7,2700
L'Île-d'Yeu,13.0,10.1,4518
Jard-sur-Mer,13.6,10.8,2515
Landeronde,13.8,11.0,2290
Les Landes-Genusson,12.3,10.6,2116
Longeville-sur-Mer,12.2,10.7,2353
Luçon,12.8,10.6,8892
Les Lucs-sur-Boulogne,12.8,10.5,3223
Mareuil-sur-Lay-Dissais,12.5,10.3,2692
Montaigu,13.9,11.8,5951
Mortagne-sur-Sèvre,13.2,10.8,5580
La Mothe-Achard,12.3,10.2,2679
Mouchamps,12.3,10.6,2800
Mouilleron-le-Captif,15.0,12.0,4667
Nalliers,11.8,10.3,2526
Nesmy,13.6,10.8,2791
Nieul-le-Dolent,12.0,10.4,2265
Noirmoutier-en-l'Île,13.0,10.5,4387
Olonne-sur-Mer,14.0,11.2,14410
Le Poiré-sur-Vie,14.3,11.1,8128
Pouzauges,12.6,11.1,5325
Rocheservière,12.9,10.8,3005
La Roche-sur-Yon,13.4,11.5,51107
Les Sables-d'Olonne,14.1,11.5,13850
Saint-Christophe-du-Ligneron,12.1,9.9,2456
Saint-Denis-la-Chevasse,12.6,10.6,2124
Saint-Étienne-du-Bois,12.0,10.1,4473
Sainte-Flaive-des-Loups,12.8,10.8,2339
Saint-Fulgent,12.2,10.5,3609
Sainte-Gemme-la-Plaine,12.1,10.1,1910
Saint-Georges-de-Montaigu,13.9,11.2,4177
Saint-Gervais,12.0,10.2,6346
Saint-Gilles-Croix-de-Vie,13.6,11.3,7213
Sainte-Hermine,12.1,10.3,2702
Saint-Hilaire-de-Loulay,13.2,10.7,4378
Saint-Hilaire-de-Riez,13.3,11.0,11304
Saint-Jean-de-Monts,12.8,11.0,8066
Saint-Laurent-sur-Sèvre,13.4,10.5,3098
Brem-sur-Mer,12.2,10.7,2480
Saint-Martin-des-Noyers,12.0,10.5,2233
Saint-Mathurin,12.7,10.3,2139
Saint-Philbert-de-Bouaine,12.4,10.8,3188
Sallertaine,12.4,10.6,2900
Soullans,13.3,10.6,4074
Talmont-Saint-Hilaire,13.1,11.0,6955
La Tranche-sur-Mer,13.6,10.6,2698
Treize-Septiers,13.0,10.4,3012
Venansault,13.9,11.7,4563
La Verrie,12.4,10.6,3782
Bonneuil-Matours,14.0,11.8,2100
Buxerolles,14.2,12.0,9891
Chasseneuil-du-Poitou,12.7,10.8,4617
Châtellerault,14.2,11.5,30952
Chauvigny,14.9,11.7,6705
Cissé,15.3,11.9,2666
Civray,11.9,10.4,3350
Dangé-Saint-Romain,12.9,10.9,2975
Dissay,13.2,11.4,3160
Fontaine-le-Comte,16.2,12.5,3800
Iteuil,13.3,11.4,2724
Jaunay-Clan,13.5,11.4,5892
Lencloître,12.3,11.2,2360
Ligugé,14.7,11.9,3116
Loudun,11.9,10.2,6427
Lusignan,12.0,11.4,2410
Lussac-les-Châteaux,13.9,11.2,2245
Mignaloux-Beauvoir,17.2,13.5,4046
Migné-Auxances,14.9,12.3,5771
Mirebeau,12.2,10.5,2026
Montamisé,15.5,13.0,3389
Montmorillon,13.6,10.9,5577
Naintré,13.7,11.2,5683
Neuville-de-Poitou,14.4,11.5,5083
Nieuil-l'Espoir,13.7,11.7,2357
Nouaillé-Maupertuis,15.5,13.4,2695
Poitiers,13.4,11.6,83098
Quinçay,15.0,12.0,2135
Rouillé,11.9,11.0,2314
Saint-Benoît,16.2,12.7,44387
Saint-Georges-lès-Baillargeaux,15.4,12.3,3903
Saint-Julien-l'Ars,13.8,11.9,2413
Valdivienne,14.5,11.3,2701
Scorbé-Clairvaux,13.6,11.4,2253
Smarves,14.1,12.0,2471
Thuré,14.6,12.0,2816
Vendeuvre-du-Poitou,14.1,11.0,3045
Vivonne,13.3,11.1,3501
Vouillé,14.0,11.1,6707
Vouneuil-sous-Biard,14.9,12.4,5423
Vouneuil-sur-Vienne,13.2,10.9,1965
Aixe-sur-Vienne,13.5,11.7,5506
Ambazac,13.0,11.3,5273
Bellac,11.5,10.0,3662
Bessines-sur-Gartempe,12.7,11.4,2785
Boisseuil,16.5,13.0,2778
Bosmie-l'Aiguille,14.2,11.9,2494
Châteauponsac,12.2,10.3,1952
Condat-sur-Vienne,14.6,12.1,4878
Couzeix,15.5,12.3,8670
Eymoutiers,12.2,10.8,1944
Feytiat,15.6,12.6,5889
Isle,15.4,12.7,7365
Limoges,13.2,11.8,131448
Nexon,12.8,11.5,2484
Oradour-sur-Glane,12.6,11.1,2292
Le Palais-sur-Vienne,13.6,11.7,5892
Panazol,15.4,12.4,10286
Rilhac-Rancon,15.2,12.1,4362
Rochechouart,13.7,11.1,3615
Saint-Gence,14.5,12.1,1981
Saint-Junien,13.2,11.1,10741
Saint-Just-le-Martel,15.1,12.1,2589
Saint-Léonard-de-Noblat,12.3,11.4,4419
Saint-Priest-Taurion,12.7,11.4,2804
Saint-Yrieix-la-Perche,12.6,10.3,6579
Verneuil-sur-Vienne,15.7,12.8,4613
Veyrac,14.4,12.5,2007
Le Vigen,14.6,12.5,2009
Anould,12.7,10.6,3328
La Bresse,12.4,10.8,4132
Bruyères,12.0,10.3,2785
Chantraine,16.4,12.0,3185
Charmes,12.9,11.0,6656
Contrexéville,14.5,10.8,3171
Cornimont,11.4,9.9,3139
Éloyes,13.4,11.4,3130
Épinal,13.8,11.3,30430
Étival-Clairefontaine,13.6,10.9,2585
Fraize,11.9,10.2,2843
Gérardmer,13.3,10.7,7909
Golbey,12.8,10.8,8109
Hadol,13.3,11.0,2352
Liffol-le-Grand,11.1,10.0,2086
Mirecourt,12.4,10.7,4957
Moyenmoutier,12.0,10.2,3256
Neufchâteau,12.1,10.5,6177
Nomexy,12.5,10.4,2115
Pouxeux,12.8,10.9,1965
Rambervillers,11.9,10.5,5222
Raon-l'Étape,12.2,10.6,6220
Remiremont,13.1,11.4,7353
Rupt-sur-Moselle,12.3,10.4,3334
Saint-Amé,12.3,10.6,2110
Saint-Dié-des-Vosges,12.8,11.0,19478
Saint-Étienne-lès-Remiremont,13.7,11.1,3695
Sainte-Marguerite,13.4,10.4,2360
Saint-Michel-sur-Meurthe,13.6,11.5,1869
Saint-Nabord,13.0,11.5,3978
Saulcy-sur-Meurthe,12.9,10.4,2289
Saulxures-sur-Moselotte,11.5,10.3,2499
Senones,11.9,10.5,2215
Le Thillot,11.6,10.0,3350
Uxegney,14.2,12.1,2290
Vagney,12.9,10.8,3881
Le Val-d'Ajol,12.1,10.5,3780
Vincey,13.1,10.7,2175
Vittel,16.7,12.6,5066
Xertigny,13.3,10.7,2577
Appoigny,14.0,11.3,2908
Auxerre,13.0,11.3,32824
Avallon,12.3,10.7,6530
Brienon-sur-Armançon,11.6,10.3,2748
Chablis,13.7,11.3,2096
Champigny,13.9,12.0,3504
Cheny,12.5,10.7,2376
Chevannes,14.2,12.4,4406
Joigny,12.3,11.0,9080
Migennes,12.0,10.4,6680
Monéteau,13.8,11.3,3791
Paron,14.0,11.1,4728
Pont-sur-Yonne,13.3,11.2,3233
Saint-Clément,14.3,12.0,5612
Saint-Florentin,11.7,9.9,4940
Saint-Georges-sur-Baulche,18.6,13.0,3146
Saint-Julien-du-Sault,13.4,11.1,2299
Sens,13.4,11.2,24526
Tonnerre,11.8,9.9,4442
Toucy,12.0,10.8,2629
Villeneuve-la-Guyard,14.1,11.9,3169
Villeneuve-sur-Yonne,12.7,10.9,5011
Bavilliers,15.6,12.0,4322
Beaucourt,13.4,11.0,4866
Belfort,15.2,11.6,48149
Châtenois-les-Forges,15.3,11.8,2639
Danjoutin,15.2,12.0,3549
Delle,13.3,10.3,5672
Essert,18.0,12.8,3136
Évette-Salbert,21.5,14.6,2085
Giromagny,13.9,10.9,2956
Grandvillars,13.4,11.0,2892
Offemont,17.6,12.7,3644
Valdoie,15.3,11.4,5169
Angerville,13.9,12.0,4183
Arpajon,15.2,13.6,10179
Athis-Mons,15.1,13.6,30667
Ballainvilliers,20.0,16.1,4058
Ballancourt-sur-Essonne,17.1,13.4,7412
Bièvres,27.1,19.8,4389
Boissy-sous-Saint-Yon,17.7,14.3,3680
Bondoufle,18.4,15.1,8837
Bouray-sur-Juine,18.5,15.0,2135
Boussy-Saint-Antoine,16.9,14.4,6804
Boutigny-sur-Essonne,18.7,14.0,2865
Brétigny-sur-Orge,16.0,13.7,24997
Breuillet,17.8,14.5,10904
Briis-sous-Forges,21.3,16.2,3325
Brunoy,18.8,15.6,25540
Bruyères-le-Châtel,18.7,15.1,3322
Bures-sur-Yvette,25.4,19.6,9007
Cerny,18.6,14.3,3182
Champcueil,18.4,13.8,2356
Champlan,15.7,13.6,2601
Chilly-Mazarin,15.4,14.0,19467
Corbeil-Essonnes,13.2,11.7,48103
Le Coudray-Montceaux,17.8,14.3,4659
Courcouronnes,14.7,12.8,12996
Crosne,17.3,14.9,8873
Dourdan,16.6,13.1,10124
Draveil,18.2,15.1,28063
Égly,15.8,13.3,5518
Épinay-sous-Sénart,13.3,11.9,12343
Épinay-sur-Orge,19.1,15.8,9841
Étampes,13.8,11.9,23417
Étiolles,26.4,18.7,3164
Étréchy,16.9,14.5,6865
Évry,13.4,11.9,51789
La Ferté-Alais,16.8,14.2,3831
Fleury-Mérogis,13.5,11.7,5147
Forges-les-Bains,21.6,16.0,3740
Gif-sur-Yvette,28.0,20.2,20118
Gometz-le-Châtel,20.6,17.1,2565
Grigny,11.5,10.6,37416
Igny,23.0,18.8,10126
Itteville,17.9,14.8,6730
Juvisy-sur-Orge,16.2,14.6,15880
Lardy,18.4,15.8,5401
Leuville-sur-Orge,18.9,15.0,4071
Limours,21.6,15.8,6635
Linas,17.8,14.9,6411
Lisses,16.9,14.1,7552
Longjumeau,16.5,14.1,21408
Longpont-sur-Orge,20.3,16.1,6224
Maisse,15.8,12.8,2551
Marcoussis,20.9,16.3,7746
Marolles-en-Hurepoix,18.5,15.6,5043
Massy,17.2,14.8,47562
Mennecy,20.7,15.4,13389
Méréville,15.7,12.8,4430
Milly-la-Forêt,18.9,13.8,4639
Montgeron,17.9,15.4,22686
Montlhéry,18.6,14.4,7382
Morangis,17.5,14.5,12700
Morigny-Champigny,17.8,14.3,4282
Morsang-sur-Orge,17.1,14.2,21175
La Norville,19.0,15.9,4115
Nozay,21.8,16.4,8730
Ollainville,18.6,14.6,4494
Orsay,23.9,19.3,15288
Palaiseau,20.0,16.5,30791
Paray-Vieille-Poste,16.9,14.0,7247
Le Plessis-Pâté,18.9,15.2,3919
Pussay,14.1,11.9,2006
Quincy-sous-Sénart,15.6,13.4,8298
Ris-Orangis,14.2,13.0,26842
Saclay,26.1,19.4,3731
Saint-Chéron,17.4,14.0,4937
Sainte-Geneviève-des-Bois,16.7,13.9,36278
Saint-Germain-lès-Arpajon,15.9,13.8,9474
Saint-Germain-lès-Corbeil,21.6,16.0,7301
Saint-Michel-sur-Orge,15.9,13.9,19740
Saint-Pierre-du-Perray,17.9,14.3,9833
Saintry-sur-Seine,18.9,15.0,5380
Saint-Vrain,19.2,15.1,3087
Saulx-les-Chartreux,18.2,16.2,4972
Savigny-sur-Orge,17.3,14.9,36601
Soisy-sur-Seine,23.3,17.4,6670
Tigery,18.7,14.8,3216
Varennes-Jarcy,22.7,16.6,2194
Verrières-le-Buisson,29.6,21.2,15291
Vert-le-Grand,18.3,15.1,2276
Vert-le-Petit,18.0,14.5,2795
Vigneux-sur-Seine,14.5,12.9,30777
Villabé,16.1,13.7,5212
Villebon-sur-Yvette,19.5,16.3,10249
La Ville-du-Bois,18.9,15.0,7058
Villejust,18.2,15.7,2189
Villemoisson-sur-Orge,21.0,16.9,6623
Villiers-sur-Orge,18.6,15.5,4281
Viry-Châtillon,15.1,13.4,30975
Wissous,18.7,15.7,7655
Yerres,18.7,15.9,28595
Les Ulis,14.3,12.7,23893
Antony,22.9,18.1,60328
Asnières-sur-Seine,21.0,17.8,85640
Bagneux,14.6,13.7,39199
Bois-Colombes,23.9,19.8,28158
Boulogne-Billancourt,27.6,20.6,114959
Bourg-la-Reine,24.6,19.4,19527
Châtenay-Malabry,19.7,16.3,31075
Châtillon,20.9,17.7,39335
Chaville,24.4,19.0,19139
Clamart,22.1,18.2,51297
Clichy,16.3,15.2,58461
Colombes,19.0,16.9,82812
Courbevoie,23.8,19.6,83697
Fontenay-aux-Roses,20.5,16.9,22412
Garches,33.9,23.3,17254
La Garenne-Colombes,23.8,19.6,28813
Gennevilliers,13.0,12.3,41883
Issy-les-Moulineaux,24.0,19.7,66003
Levallois-Perret,27.1,20.7,64967
Malakoff,18.5,16.0,30142
Meudon,25.3,19.6,44725
Montrouge,20.9,17.7,48166
Nanterre,16.8,15.1,88875
Neuilly-sur-Seine,45.7,26.7,61028
Le Plessis-Robinson,21.7,17.5,28646
Puteaux,23.3,18.8,44195
Rueil-Malmaison,27.8,20.9,78200
Saint-Cloud,35.0,23.7,28747
Sceaux,30.2,21.0,19018
Sèvres,29.2,20.9,22601
Suresnes,25.8,20.3,47719
Vanves,21.3,18.3,27272
Vaucresson,38.2,25.2,8598
Ville-d'Avray,33.5,23.3,11284
Villeneuve-la-Garenne,13.4,12.5,24595
Aubervilliers,11.5,11.2,77545
Aulnay-sous-Bois,13.9,12.5,80796
Bagnolet,14.2,13.4,35115
Le Blanc-Mesnil,12.4,11.9,53771
Bobigny,11.5,11.0,49208
Bondy,13.1,12.3,51857
Le Bourget,12.6,12.4,15340
Clichy-sous-Bois,11.7,11.0,29697
Coubron,17.5,14.9,4495
La Courneuve,11.1,10.6,40166
Drancy,12.9,12.2,67996
Dugny,12.1,11.3,10325
Épinay-sur-Seine,12.8,12.0,54687
Gagny,15.8,14.1,38683
Gournay-sur-Marne,21.0,16.9,6731
L'Île-Saint-Denis,13.2,12.5,7163
Les Lilas,17.8,15.5,22584
Livry-Gargan,14.9,13.5,43085
Montfermeil,14.4,12.8,25107
Montreuil,15.0,14.6,104388
Neuilly-Plaisance,17.4,15.5,20590
Neuilly-sur-Marne,14.3,13.3,34072
Noisy-le-Grand,15.8,14.3,63906
Noisy-le-Sec,13.3,12.7,41620
Pantin,13.6,13.2,54040
Les Pavillons-sous-Bois,15.1,13.5,22806
Pierrefitte-sur-Seine,11.9,11.2,28460
Le Pré-Saint-Gervais,15.4,14.4,17181
Le Raincy,20.7,17.1,14281
Romainville,14.1,13.1,25112
Rosny-sous-Bois,14.7,13.8,43371
Saint-Denis,12.8,12.2,250603
Saint-Ouen,14.3,13.8,51890
Sevran,12.6,11.9,48608
Stains,11.9,11.0,37387
Tremblay-en-France,15.6,13.3,34218
Vaujours,15.7,13.4,6570
Villemomble,16.2,14.6,28818
Villepinte,13.8,12.4,35768
Villetaneuse,11.7,10.8,12367
Ablon-sur-Seine,16.5,13.7,5347
Alfortville,15.5,14.3,44517
Arcueil,17.2,15.1,20696
Boissy-Saint-Léger,14.4,13.0,15559
Bonneuil-sur-Marne,13.4,12.1,16374
Bry-sur-Marne,22.0,17.6,16085
Cachan,18.2,16.3,27997
Champigny-sur-Marne,15.5,13.6,75287
Charenton-le-Pont,21.8,17.4,30611
Chennevières-sur-Marne,17.0,14.1,17919
Chevilly-Larue,15.7,13.9,18724
Choisy-le-Roi,14.8,13.4,42885
Créteil,15.0,13.4,89759
Fontenay-sous-Bois,19.3,16.7,52454
Fresnes,17.0,14.8,25178
Gentilly,16.1,14.4,16096
L'Haÿ-les-Roses,18.0,15.7,29995
Ivry-sur-Seine,14.3,13.5,58035
Joinville-le-Pont,20.2,17.1,18113
Le Kremlin-Bicêtre,16.9,15.0,25034
Limeil-Brévannes,15.0,13.3,23874
Maisons-Alfort,17.9,15.7,54095
Mandres-les-Roses,19.4,14.6,4077
Marolles-en-Brie,25.2,17.5,5091
Nogent-sur-Marne,24.4,18.8,30916
Noiseau,19.3,15.2,4563
Orly,13.7,12.4,22392
Ormesson-sur-Marne,20.3,15.9,9939
Périgny,19.9,16.2,10806
Le Perreux-sur-Marne,21.9,17.7,33304
Le Plessis-Trévise,17.7,14.8,19166
La Queue-en-Brie,16.8,14.1,11720
Rungis,20.0,15.9,5505
Saint-Mandé,25.9,20.1,21918
Saint-Maur-des-Fossés,23.1,17.8,74275
Saint-Maurice,21.3,17.5,15518
Santeny,25.4,17.3,3522
Sucy-en-Brie,19.7,15.8,25453
Thiais,16.2,14.7,27820
Valenton,12.4,11.3,13054
Villecresnes,19.1,15.5,9500
Villejuif,15.0,13.9,56379
Villeneuve-le-Roi,14.3,13.0,19767
Villeneuve-Saint-Georges,12.4,11.5,31861
Villiers-sur-Marne,16.5,14.7,27474
Vincennes,23.8,19.3,48725
Vitry-sur-Seine,13.8,12.8,89768
Andilly,22.7,17.2,5418
Argenteuil,14.4,13.3,106753
Arnouville,14.7,12.9,14025
Asnières-sur-Oise,19.9,15.0,2553
Auvers-sur-Oise,20.3,15.7,6913
Baillet-en-France,18.7,15.3,2044
Beauchamp,19.4,15.9,8325
Beaumont-sur-Oise,14.1,12.2,9339
Belloy-en-France,17.3,14.0,2090
Bernes-sur-Oise,13.9,13.0,2402
Bessancourt,17.5,15.2,6411
Bezons,14.7,13.4,27933
Bouffémont,17.5,14.4,5856
Bruyères-sur-Oise,14.3,12.9,4037
Butry-sur-Oise,19.2,15.4,2177
Cergy,15.0,13.0,62014
Champagne-sur-Oise,18.0,14.4,4718
Chaumontel,19.8,15.6,3288
Cormeilles-en-Parisis,19.2,16.2,23084
Courdimanche,18.9,15.1,6594
Deuil-la-Barre,17.3,15.3,21822
Domont,16.7,14.1,14980
Eaubonne,19.1,16.0,23754
Écouen,16.3,14.1,7194
Enghien-les-Bains,23.0,17.6,11026
Ennery,18.5,15.4,3997
Éragny,16.7,14.4,16233
Ermont,17.4,15.1,28417
Ézanville,16.4,14.4,9412
Fosses,15.0,13.6,9491
Franconville,16.0,14.2,33621
Frépillon,18.3,15.6,3046
La Frette-sur-Seine,22.0,17.2,4520
Garges-lès-Gonesse,11.4,10.9,41458
Gonesse,12.9,12.0,25209
Goussainville,12.9,11.6,32607
Groslay,18.2,15.7,8235
Herblay,18.8,15.8,26814
L'Isle-Adam,21.6,15.6,11585
Jouy-le-Moutier,16.7,14.0,15715
Louvres,14.6,13.2,9889
Luzarches,19.7,15.3,4248
Magny-en-Vexin,15.6,12.9,5466
Margency,23.4,17.8,2787
Marines,17.7,14.1,3276
Marly-la-Ville,16.9,14.5,5499
Menucourt,16.9,14.6,5134
Mériel,18.6,15.2,4816
Méry-sur-Oise,17.3,14.8,9136
Montigny-lès-Cormeilles,15.1,13.7,20441
Montlignon,25.0,18.1,2648
Montmagny,14.9,13.2,13426
Montmorency,21.6,17.0,19976
Montsoult,18.7,15.5,3386
Neuville-sur-Oise,22.8,17.8,1921
Osny,17.5,14.6,15646
Parmain,21.3,15.6,5440
Persan,12.7,11.5,11957
Pierrelaye,15.1,13.4,7473
Le Plessis-Bouchard,19.8,16.5,7880
Pontoise,15.5,13.3,28714
Presles,19.9,15.6,3662
Puiseux-en-France,17.2,14.7,3259
Roissy-en-France,16.0,14.2,2735
Saint-Brice-sous-Forêt,16.8,14.3,14539
Saint-Gratien,17.2,15.1,21077
Saint-Leu-la-Forêt,20.5,16.2,14768
Saint-Martin-du-Tertre,16.2,13.6,4005
Saint-Ouen-l'Aumône,14.5,12.8,23414
Saint-Prix,24.1,17.4,8090
Saint-Witz,28.7,19.1,2438
Sannois,17.1,15.2,26282
Sarcelles,12.0,11.2,56152
Soisy-sous-Montmorency,18.7,15.6,17957
Survilliers,15.1,13.5,4056
Taverny,17.1,14.6,25304
Le Thillay,14.4,12.8,4080
Vauréal,17.8,14.1,15754
Vémars,17.4,14.9,2290
Viarmes,18.3,14.7,5070
Villiers-le-Bel,11.7,11.0,26902
Les Abymes,13.2,12.2,55254
Anse-Bertrand,12.5,11.4,5144
Baie-Mahault,17.8,14.6,29363
Baillif,12.5,11.5,5647
Basse-Terre,13.1,12.7,10412
Bouillante,12.1,10.9,7096
Capesterre-Belle-Eau,12.5,11.8,18955
Gourbeyre,12.3,12.5,7630
Deshaies,12.9,11.5,4017
Grand-Bourg,11.8,11.5,5188
Le Gosier,16.7,14.2,27369
Goyave,15.6,13.0,7606
Lamentin,14.5,13.5,15777
Morne-à-l'Eau,13.4,12.2,17139
Le Moule,13.6,12.4,21740
Petit-Bourg,18.2,14.7,23837
Petit-Canal,12.4,11.2,8002
Pointe-à-Pitre,13.5,12.5,15965
Pointe-Noire,12.1,10.4,6375
Port-Louis,12.6,11.4,8159
Saint-Claude,14.5,12.9,19872
Saint-François,14.9,12.8,14345
Sainte-Anne,14.1,12.7,29385
Sainte-Rose,13.5,12.5,26587
Trois-Rivières,13.4,12.7,8412
Vieux-Habitants,12.1,10.9,7241
Les Anses-d'Arlet,13.3,12.4,3704
Basse-Pointe,11.5,9.8,3398
Le Carbet,14.1,13.1,3584
Case-Pilote,16.3,14.3,4420
Le Diamant,17.0,13.5,6090
Ducos,14.3,13.2,16667
Fort-de-France,14.3,13.0,82071
Le François,16.1,12.4,17624
Gros-Morne,12.3,11.5,9764
Le Lamentin,14.8,13.1,39249
Le Lorrain,11.5,11.1,6887
Le Marigot,11.9,11.3,3363
Le Marin,12.2,10.9,8218
Le Morne-Rouge,12.3,11.4,4894
Rivière-Pilote,12.2,11.4,12073
Rivière-Salée,14.8,12.5,12275
Le Robert,14.3,12.4,22968
Saint-Esprit,12.7,12.1,9353
Saint-Joseph,14.0,12.6,56565
Saint-Pierre,12.3,10.3,85688
Sainte-Anne,13.2,11.5,29385
Sainte-Luce,14.3,12.9,9899
Sainte-Marie,12.2,11.4,57951
Schoelcher,17.0,14.7,18978
La Trinité,13.5,12.4,23389
Les Trois-Îlets,16.7,13.1,7643
Le Vauclin,13.3,12.0,9092
Cayenne,13.0,12.4,54880
Kourou,18.8,15.2,25325
Macouria,15.0,13.5,11061
Matoury,13.5,12.9,31819
Remire-Montjoly,17.7,15.6,21051
Roura,12.8,12.4,3326
Saint-Laurent-du-Maroni,11.2,11.0,43881
Montsinéry-Tonnegrande,14.8,15.0,2389
Les Avirons,13.7,12.7,11082
Bras-Panon,12.3,11.4,12723
Entre-Deux,12.4,12.0,6581
L'Étang-Salé,13.4,12.7,13994
Petite-Île,12.3,11.2,11932
La Plaine-des-Palmistes,12.2,11.5,5792
Le Port,12.3,11.2,34949
La Possession,16.0,13.7,32068
Saint-André,12.2,11.2,59471
Saint-Benoît,12.0,11.2,44387
Saint-Denis,14.3,13.3,250603
Saint-Joseph,11.5,10.8,56565
Saint-Leu,13.1,11.8,33441
Saint-Louis,11.8,10.6,75519
Saint-Paul,14.0,12.7,109335
Saint-Pierre,12.2,11.5,85688
Sainte-Marie,13.8,12.8,57951
Sainte-Rose,11.1,10.6,26587
Sainte-Suzanne,13.2,12.4,23953
Salazie,10.7,9.8,7122
Le Tampon,12.3,11.5,76330
Les Trois-Bassins,11.7,10.8,7140
Cilaos,10.6,9.8,5215
